Restrição de Atendimento,Escola,Código INEP,UF,Município,Localização,Localidade Diferenciada,Categoria Administrativa,Endereço,Telefone,Dependência Administrativa,Categoria Escola Privada,Conveniada Poder Público,Regulamentação pelo Conselho de Educação,Porte da Escola,Etapas e Modalidade de Ensino Oferecidas,Outras Ofertas Educacionais,Latitude,Longitude
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,HECKEL TAVARES,35037023,SP,São Paulo,Urbana,A escola não está em área de localização diferenciada,Pública,"JOSE ARTUR NOVA DOUTOR, 2737 AVENIDA. PARQUE PAULISTANO. 08090-000 São Paulo - SP.",(11) 25814523,Estadual,Não Informado,Não,Sim,Entre 501 e 1000 matrículas de escolarização,"Ensino Fundamental, Ensino Médio, Educação Profissional",,-23.4748273,-46.4247811
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ASTROGILDO ARRUDA PROF,35037035,SP,São Paulo,Urbana,A escola não está em área de localização diferenciada,Pública,"DOMINGOS DO SACRAMENTO, 275 RUA. VILA CAROLINA. 08040-130 São Paulo - SP.",(11) 22973722,Estadual,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,Ensino Médio,Atendimento Educacional Especializado,-23.5057853,-46.4457185
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ANISIO TEIXEIRA PROFESSOR,35037047,SP,São Paulo,Urbana,A escola não está em área de localização diferenciada,Pública,"RIO URUU, 9 RUA. ITAQUERA. 08215-580 São Paulo - SP.",(11) 22056811,Estadual,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,Ensino Fundamental,,-23.5468459,-46.444815
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,HUMBERTO DANTAS,35037059,SP,São Paulo,Urbana,A escola não está em área de localização diferenciada,Pública,"SERRA DO MAR, 50 RUA. VILA PRINCESA ISABEL. 08410-160 São Paulo - SP.",(11) 25579172,Estadual,Não Informado,Não,Sim,Entre 501 e 1000 matrículas de escolarização,Ensino Fundamental,Atendimento Educacional Especializado,-23.549129,-46.41581
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ROCCA DORDALL,35037060,SP,São Paulo,Urbana,A escola não está em área de localização diferenciada,Pública,"DOUTOR RODRIGUES DE ALMEIDA, 143 VILA BUENOS AIRES. VILA BUENOS AIRES. 08411-350 São Paulo - SP.",(11) 25579140,Estadual,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,Ensino Fundamental,,-23.5534,-46.41734
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,JOAQUIM EUGENIO LIMA NETO,35037072,SP,São Paulo,Urbana,A escola não está em área de localização diferenciada,Pública,"CHAPADA DIAMANTINA, 521 RUA. LAJEADO. 08450-150 São Paulo - SP.",(11) 25579569,Estadual,Não Informado,Não,Sim,Mais de 1000 matrículas de escolarização,"Ensino Fundamental, Ensino Médio",Atendimento Educacional Especializado,-23.5438932,-46.4021461
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ERNESTINA DEL BUONO TRAMA PROFESSORA,35037084,SP,São Paulo,Urbana,A escola não está em área de localização diferenciada,Pública,"FELICIANO DE MENDONCA, 418 RUA. JARDIM SAO PAULO ZONA LESTE. 08460-365 São Paulo - SP.",(11) 25579399,Estadual,Não Informado,Não,Sim,Mais de 1000 matrículas de escolarização,"Ensino Fundamental, Ensino Médio, Educação Profissional","Atendimento Educacional Especializado, Atividade Complementar",-23.5531223,-46.3989794
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,COSME DE FARIA MAJOR,35037096,SP,São Paulo,Urbana,A escola não está em área de localização diferenciada,Pública,"ANIBAL THOMAZ GOMES, 87 RUA. JARDIM NOVA GUAIANAZES. 08431-191 São Paulo - SP.",(11) 25579441,Estadual,Não Informado,Não,Sim,Entre 501 e 1000 matrículas de escolarização,"Ensino Fundamental, Ensino Médio, Educação Profissional",Atividade Complementar,-23.5385885,-46.419072
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,MARTIN EGIDIO DAMY,35037102,SP,São Paulo,Urbana,A escola não está em área de localização diferenciada,Pública,"PAULO GARCIA AQUILINE, 406 RUA. BRASILANDIA. 02844-120 São Paulo - SP.",(11) 39213300,Estadual,Não Informado,Não,Sim,Entre 501 e 1000 matrículas de escolarização,"Ensino Médio, Educação Profissional, Educação de Jovens Adultos",Atividade Complementar,-23.4700805,-46.6863137
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,DUQUE DE CAXIAS,35037333,SP,São Paulo,Urbana,A escola não está em área de localização diferenciada,Pública,"CORONEL JOAO DE OLIVEIRA MELO, 967 RUA. VILA ANTONIETA. 03474-020 São Paulo - SP.",(11) 27217926,Estadual,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,Ensino Fundamental,,-23.5763068,-46.5117222
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,TIDE SETUBAL,35037345,SP,São Paulo,Urbana,A escola não está em área de localização diferenciada,Pública,"JAIME BARCELOS, 535 RUA. VILA JACUI. 08060-200 São Paulo - SP.",(11) 22970138,Estadual,Não Informado,Não,Sim,Entre 501 e 1000 matrículas de escolarização,"Ensino Fundamental, Ensino Médio",,-23.50107,-46.4484715
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,HENRIQUE SMITH BAYMA DR,35037357,SP,São Paulo,Urbana,A escola não está em área de localização diferenciada,Pública,"SALSA PARRILHA, SN RUA. JARDIM MAIA. 08180-310 São Paulo - SP.",(11) 25817659,Estadual,Não Informado,Não,Sim,Mais de 1000 matrículas de escolarização,"Ensino Fundamental, Ensino Médio","Atendimento Educacional Especializado, Atividade Complementar",-23.4867999,-46.4100419
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,CESAR MARENGO,35037369,SP,São Paulo,Urbana,A escola não está em área de localização diferenciada,Pública,"JOAQUIM PEIXOTO, 108 RUA. CHACARA BELENZINHO. 03382-167 São Paulo - SP.",(11) 23012284,Estadual,Não Informado,Não,Sim,Entre 501 e 1000 matrículas de escolarização,Ensino Fundamental,Atendimento Educacional Especializado,-23.5795588,-46.5297978
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,FRANCISCO DA COSTA GUEDES,35037370,SP,São Paulo,Urbana,A escola não está em área de localização diferenciada,Pública,"DAS CEREJEIRAS, 2435 AVENIDA. JARDIM JAPAO. 02124-002 São Paulo - SP.",(11) 22123422,Estadual,Não Informado,Não,Sim,Entre 501 e 1000 matrículas de escolarização,"Ensino Fundamental, Ensino Médio, Educação Profissional",,-23.501066,-46.5731874
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ELZA SARAIVA MONTEIRO PROFA,35037382,SP,São Paulo,Urbana,A escola não está em área de localização diferenciada,Pública,"MARIANA CALIGIORI RONCHETTI, 1200 AVENIDA. JARDIM PERI. 02650-000 São Paulo - SP.",(11) 22584505,Estadual,Não Informado,Não,Sim,Mais de 1000 matrículas de escolarização,"Ensino Fundamental, Ensino Médio","Atendimento Educacional Especializado, Atividade Complementar",-23.4579231,-46.6599926
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,FRANCISCO JOAO DE AZEVEDO PADRE,35037394,SP,São Paulo,Urbana,A escola não está em área de localização diferenciada,Pública,"ALCINDO FERREIRA, 2 AVENIDA. JARDIM CRUZEIRO. 04803-170 São Paulo - SP.",(11) 56668956,Estadual,Não Informado,Não,Sim,Entre 501 e 1000 matrículas de escolarização,Ensino Fundamental,Atendimento Educacional Especializado,-23.71561519,-46.70898381
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,OSWALD DE ANDRADE,35037400,SP,São Paulo,Urbana,A escola não está em área de localização diferenciada,Pública,"JOSE CARLOS DOS SANTOS MARQUES, 300 RUA. JARDIM HERCULANO. 04920-010 São Paulo - SP.",(11) 58311931,Estadual,Não Informado,Não,Sim,Entre 501 e 1000 matrículas de escolarização,Ensino Fundamental,Atividade Complementar,-23.6926869,-46.7597963
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,VICENTE DE PAULO DALE COUTINHO GAL EXE,35037412,SP,São Paulo,Urbana,A escola não está em área de localização diferenciada,Pública,"GIOVANNI GABRIELI, 712 RUA. JARDIM ICARAI. 04844-200 São Paulo - SP.",(11) 59280791,Estadual,Não Informado,Não,Sim,Entre 501 e 1000 matrículas de escolarização,Ensino Fundamental,,-23.7484079,-46.703017
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,LOURIVAL GOMES MACHADO PROFESSOR,35037424,SP,São Paulo,Urbana,A escola não está em área de localização diferenciada,Pública,"DE SANTO AMARO, 55 ESTRADA. JARDIM EDUCANDARIO. 05544-000 São Paulo - SP.",(11) 37825471,Estadual,Não Informado,Não,Sim,Entre 501 e 1000 matrículas de escolarização,"Ensino Fundamental, Ensino Médio",Atendimento Educacional Especializado,-23.5934,-46.8028117
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ALMEIDA JUNIOR PROFESSOR,35037436,SP,São Paulo,Urbana,A escola não está em área de localização diferenciada,Pública,"ENGENHEIRO HEITOR ANTONIO EIRAS GARCIA, 1874 AVENIDA. JARDIM MARIA LUIZA. 05588-001 São Paulo - SP.",(11) 37354719,Estadual,Não Informado,Não,Sim,Entre 501 e 1000 matrículas de escolarização,"Ensino Fundamental, Ensino Médio, Educação de Jovens Adultos",,-23.58195739,-46.74995924
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,LAERTE RAMOS DE CARVALHO PROF DR,35037448,SP,São Paulo,Urbana,A escola não está em área de localização diferenciada,Pública,"ANIBAL DOS ANJOS CARVALHO, 5 RUA. VILA SANTA MARIA. 04810-050 São Paulo - SP.",(11) 56660866,Estadual,Não Informado,Não,Sim,Mais de 1000 matrículas de escolarização,"Ensino Fundamental, Ensino Médio",,-23.71239173,-46.69496671
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,LUIZ SIMIONI SOBRINHO PROFESSOR,35037459,SP,São Paulo,Urbana,A escola não está em área de localização diferenciada,Pública,"FRANCISCO LOPES PINTO, 282 RUA. JARDIM PRUDENCIA. 04649-110 São Paulo - SP.",(11) 26588486,Estadual,Não Informado,Não,Sim,Entre 501 e 1000 matrículas de escolarização,"Ensino Fundamental, Ensino Médio, Educação Profissional",,-23.6551427,-46.6760165
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,MESSIAS FREIRE PROFESSOR,35037461,SP,São Paulo,Urbana,A escola não está em área de localização diferenciada,Pública,"IBI, 18 RUA. JARDIM LEONIDAS MOREIRA. 05792-070 São Paulo - SP.",(11) 26588411,Estadual,Não Informado,Não,Sim,Mais de 1000 matrículas de escolarização,"Ensino Fundamental, Ensino Médio, Educação Profissional, Educação de Jovens Adultos",,-23.6432578,-46.7761261
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,SAMUEL MORSE PROFESSOR,35037473,SP,São Paulo,Urbana,A escola não está em área de localização diferenciada,Pública,"JOSE ESTIMA FILHO, SN AVENIDA. PARQUE SANTA BARBARA. 04960-020 São Paulo - SP.",(11) 55170141,Estadual,Não Informado,Não,Sim,Mais de 1000 matrículas de escolarização,"Ensino Fundamental, Ensino Médio",,-23.7320023,-46.79265463
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,CANDIDO DE OLIVEIRA PROF,35037588,SP,São Paulo,Urbana,A escola não está em área de localização diferenciada,Pública,"LUIZ PINELLI, 29 RUA. JARDIM ALADIM. 04883-200 São Paulo - SP.",(11) 59208668,Estadual,Não Informado,Não,Sim,Entre 501 e 1000 matrículas de escolarização,Ensino Fundamental,,-23.807155,-46.7349183
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ALCIDES DA COSTA VIDIGAL,35037597,SP,São Paulo,Urbana,A escola não está em área de localização diferenciada,Pública,"GEREMIA LUNARDELLI, 370 RUA. JARDIM PERI PERI. 05537-100 São Paulo - SP.",(11) 37427503,Estadual,Não Informado,Não,Sim,Entre 501 e 1000 matrículas de escolarização,Ensino Fundamental,,-23.5852184,-46.7360342
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,HOMERO DOS SANTOS FORTE PROFESSOR,35037606,SP,São Paulo,Urbana,A escola não está em área de localização diferenciada,Pública,"HERBERT SPENCER, 113 RUA. PARAISOPOLIS. 05663-010 São Paulo - SP.",(11) 26588386,Estadual,Não Informado,Não,Sim,Mais de 1000 matrículas de escolarização,"Ensino Fundamental, Ensino Médio, Educação de Jovens Adultos",Atendimento Educacional Especializado,-23.6161542,-46.7229999
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ALVARO DE SOUZA LIMA DOUTOR,35037618,SP,São Paulo,Urbana,A escola não está em área de localização diferenciada,Pública,"MEMORIAL DE AIRES, 478 RUA. JARDIM SAO SAVERIO. 04194-280 São Paulo - SP.",(11) 23313867,Estadual,Não Informado,Não,Sim,Mais de 1000 matrículas de escolarização,"Ensino Fundamental, Ensino Médio",,-23.653378,-46.6091333
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,CAFE FILHO PRESIDENTE,35037624,SP,São Paulo,Urbana,A escola não está em área de localização diferenciada,Pública,"GASTAO RAUL DE FORTON BOUSQUET, 401 RUA. JARDIM IPE. 05797-000 São Paulo - SP.",(11) 58250146,Estadual,Não Informado,Não,Sim,Mais de 1000 matrículas de escolarização,"Ensino Fundamental, Ensino Médio",Atividade Complementar,-23.6560175,-46.7709039
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ANTONIO CARLOS FERREIRA NOBRE PROFESSOR,35037643,SP,São Paulo,Urbana,A escola não está em área de localização diferenciada,Pública,"AGOSTINHO DOS SANTOS, 235 RUA. PARQUE SAO DOMINGOS. 05125-050 São Paulo - SP.",(11) 38348758,Estadual,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,Ensino Fundamental,,-23.503255,-46.7390305
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,UBALDO COSTA LEITE DOUTOR,35037655,SP,São Paulo,Urbana,A escola não está em área de localização diferenciada,Pública,"JOSE DA COSTA PEREIRA, 70 RUA. JARDIM GUARANI. 02851-130 São Paulo - SP.",,Estadual,Não Informado,Não,Sim,Entre 501 e 1000 matrículas de escolarização,"Ensino Fundamental, Ensino Médio, Educação Profissional",,-23.4601782,-46.6872972
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,PAULO NOGUEIRA FILHO,35037667,SP,São Paulo,Urbana,A escola não está em área de localização diferenciada,Pública,"ADAO GONCALVES, 70 RUA. VILA DOS REMEDIOS. 05105-010 São Paulo - SP.",(11) 36251415,Estadual,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,Ensino Fundamental,,-23.5097956,-46.7546866
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,EDGARD PIMENTEL REZENDE PROFESSOR,35037679,SP,São Paulo,Urbana,A escola não está em área de localização diferenciada,Pública,"JERONIMO SOUTO MAIOR, 120 RUA. VILA NINA. 02834-090 São Paulo - SP.",(11) 39217075,Estadual,Não Informado,Não,Sim,Mais de 1000 matrículas de escolarização,"Ensino Fundamental, Ensino Médio",,-23.4763859,-46.6931543
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,CRISPIM DE OLIVEIRA PROFESSOR,35037680,SP,São Paulo,Urbana,A escola não está em área de localização diferenciada,Pública,"JOAQUIM DE SOUSA BRITO, 122 RUA. JARDIM PAULISTANO ZONA NORTE. 02816-030 São Paulo - SP.",(11) 39720931,Estadual,Não Informado,Não,Sim,Entre 501 e 1000 matrículas de escolarização,Ensino Fundamental,,-23.4597222,-46.7071907
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ANA SIQUEIRA DA SILVA,35037692,SP,São Paulo,Urbana,A escola não está em área de localização diferenciada,Pública,"MAURO DE ARAUJO RIBEIRO, 678 RUA. CIDADE D ABRIL. 05182-000 São Paulo - SP.",(11) 39412997,Estadual,Não Informado,Não,Sim,Entre 501 e 1000 matrículas de escolarização,"Ensino Fundamental, Ensino Médio",,-23.44961557,-46.7441018
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,CARLOS FREDERICO WERNECK LACERDA JORNALISTA,35037709,SP,São Paulo,Urbana,A escola não está em área de localização diferenciada,Pública,"CONCEICAO DO NORTE, 906 RUA. VILA ZAT. 02976-200 São Paulo - SP.",(11) 39747029,Estadual,Não Informado,Não,Sim,Mais de 1000 matrículas de escolarização,"Ensino Fundamental, Ensino Médio, Educação Profissional, Educação de Jovens Adultos",,-23.4733919,-46.7153793
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,MILTON DA SILVA RODRIGUES PROFESSOR,35037710,SP,São Paulo,Urbana,A escola não está em área de localização diferenciada,Pública,"JOAO CORDEIRO, 929 RUA. MOINHO VELHO. 02960-000 São Paulo - SP.",(11) 39910882,Estadual,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,Ensino Médio,,-23.4914726,-46.7049476
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,CACILDA BECKER,35037722,SP,São Paulo,Urbana,A escola não está em área de localização diferenciada,Pública,"CAPITAO JOSE AMARAL, 44 RUA. VILA PORTUGUESA. 02832-110 São Paulo - SP.",(11) 39757021,Estadual,Não Informado,Não,Sim,Entre 501 e 1000 matrículas de escolarização,Ensino Fundamental,,-23.4799298,-46.6919672
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ARLETE TEREZINHA PIZAO PROFA,35037734,SP,São Paulo,Urbana,A escola não está em área de localização diferenciada,Pública,"RODRIGUES ALVARENGA, 308 RUA. IMIRIM. 02471-160 São Paulo - SP.",(11) 22393245,Estadual,Não Informado,Não,Sim,Entre 501 e 1000 matrículas de escolarização,Ensino Fundamental,Atendimento Educacional Especializado,-23.4833708,-46.6506961
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ORLANDO HORACIO VITA PROFESSOR,35037746,SP,São Paulo,Urbana,A escola não está em área de localização diferenciada,Pública,"DIOGO CABRERA, 424 RUA. IMIRIM. 02467-060 São Paulo - SP.",(11) 22565743,Estadual,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,Ensino Fundamental,,-23.4915503,-46.6446446
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,DAILY RESENDE FRANCA PROFESSOR,35037758,SP,São Paulo,Urbana,A escola não está em área de localização diferenciada,Pública,"MARIA CURUPAITI, 706 RUA. VILA ESTER. 02452-001 São Paulo - SP.",(11) 29505116,Estadual,Não Informado,Não,Sim,Entre 501 e 1000 matrículas de escolarização,Ensino Fundamental,Atendimento Educacional Especializado,-23.5013274,-46.643055
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,YOLANDO MALLOZZI,35037761,SP,São Paulo,Urbana,A escola não está em área de localização diferenciada,Pública,"ATLANTICO MERIDIONAL, 116 RUA. VILA ROQUE. 02474-125 São Paulo - SP.",(11) 38517077,Estadual,Não Informado,Não,Sim,Entre 501 e 1000 matrículas de escolarização,Ensino Fundamental,Atendimento Educacional Especializado,-23.4777219,-46.6581888
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,LUZIA GODOY PROFA,35037771,SP,São Paulo,Urbana,A escola não está em área de localização diferenciada,Pública,"AUSONIA, 143 RUA. VILA MAZZEI. 02308-050 São Paulo - SP.",(11) 22043266,Estadual,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,Ensino Fundamental,Atendimento Educacional Especializado,-23.4761983,-46.6064092
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,VERIDIANA CAMACHO CARVALHO GOMES PROFA,35037783,SP,São Paulo,Urbana,A escola não está em área de localização diferenciada,Pública,"CARLOS DOS SANTOS, 781 RUA. JARDIM BRASIL ZONA NORTE. 02234-000 São Paulo - SP.",(11) 22426177,Estadual,Não Informado,Não,Sim,Mais de 1000 matrículas de escolarização,"Ensino Fundamental, Ensino Médio, Educação de Jovens Adultos","Atendimento Educacional Especializado, Atividade Complementar",-23.4795973,-46.5734091
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,JUSTINO CARDOSO DR,35037795,SP,São Paulo,Urbana,A escola não está em área de localização diferenciada,Pública,"JOAO SOUTO MAIOR, 465 RUA. VILA MEDEIROS. 02218-000 São Paulo - SP.",(11) 22012188,Estadual,Não Informado,Não,Sim,Mais de 1000 matrículas de escolarização,"Ensino Fundamental, Ensino Médio",Atendimento Educacional Especializado,-23.4875611,-46.5859307
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,JOAQUIM GOUVEIA FRANCO JUNIOR DEPUTADO,35037801,SP,São Paulo,Urbana,A escola não está em área de localização diferenciada,Pública,"VITOR HESS, 51 RUA. VILA INDUSTRIAL. 03253-005 São Paulo - SP.",(11) 21431233,Estadual,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,Ensino Fundamental,,-23.6116148,-46.5352812
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,DIDIO DA SILVEIRA BALDY PROF,35037813,SP,São Paulo,Urbana,A escola não está em área de localização diferenciada,Pública,"SARAZATE SENADOR, SN RUA. VILA TOLSTOI. 03270-020 São Paulo - SP.",(11) 27037825,Estadual,Não Informado,Não,Sim,Entre 501 e 1000 matrículas de escolarização,Ensino Fundamental,,-23.6016484,-46.5219194
