Restrição de Atendimento,Escola,Código INEP,UF,Município,Localização,Localidade Diferenciada,Categoria Administrativa,Endereço,Telefone,Dependência Administrativa,Categoria Escola Privada,Conveniada Poder Público,Regulamentação pelo Conselho de Educação,Porte da Escola,Etapas e Modalidade de Ensino Oferecidas,Outras Ofertas Educacionais,Latitude,Longitude
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESC PART FADELITO ACLIMACAO E I,35010559,SP,São Paulo,Urbana,A escola não está em área de localização diferenciada,Privada,"LOUREIRO DA CRUZ, 332 ACLIMACAO. 01529-020 São Paulo - SP.",,Privada,Particular,Não,Sim,Até 50 matrículas de escolarização,Educação Infantil,,                              ,                              
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESC PART ESCOLA HOPE SPACE,35010562,SP,São Paulo,Urbana,A escola não está em área de localização diferenciada,Privada,"TOLEDO PIZA, 77 MARANHAO. 03072-050 São Paulo - SP.",(11) 43067069,Privada,Particular,Não,Sim,Até 50 matrículas de escolarização,Educação Infantil,,                              ,                              
ESCOLA PARALISADA,CR P CONV TIO LUIS,35010566,SP,São Paulo,Urbana,Não Informado,Privada,"RUA REDENCAO, 82 CHACARA TATUAPE. 03060-010 São Paulo - SP.",(11) 33970583,Privada,Não Informado,Não,,,,,                              ,                              
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,CR P CONV JARDIM ROMANO,35010567,SP,São Paulo,Urbana,A escola não está em área de localização diferenciada,Privada,"TOMAS LOPES DE CAMARGO, 110 JARDIM ROMANO. 08191-230 São Paulo - SP.",,Privada,Filantrópica,Sim,Sim,Entre 51 e 200 matrículas de escolarização,Educação Infantil,,                              ,                              
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,CR P CONV JARDIM CIBELE,35010572,SP,São Paulo,Urbana,A escola não está em área de localização diferenciada,Privada,"RUA ADOLFO APPIA, 284 JARDIM CIBELE. 08260-210 São Paulo - SP.",(11) 25232158,Privada,Filantrópica,Sim,Sim,Entre 51 e 200 matrículas de escolarização,Educação Infantil,,                              ,                              
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESC PART CENTRO EDUCACIONAL PITOTO,35010576,SP,São Paulo,Urbana,A escola não está em área de localização diferenciada,Privada,"ANTONIO MAIA, 343 VILA PERUS. 05204-110 São Paulo - SP.",(11) 51981611,Privada,Particular,Não,Sim,Até 50 matrículas de escolarização,Educação Infantil,,                              ,                              
ESCOLA PARALISADA,ESC PART FADELITO VILA LEOPOLDINA,35010581,SP,São Paulo,Urbana,Não Informado,Privada,"RUA AROABA, 155 VILA LEOPOLDINA. 05315-020 São Paulo - SP.",(11) 33970583,Privada,Não Informado,Não,,,,,                              ,                              
ESCOLA PARALISADA,CEI INDIR PEDRO HERZ,35010584,SP,São Paulo,Urbana,Não Informado,Privada,"RUA JOSE MANOEL CAMISA NOVA, 41 PARQUE SANTO ANTONIO. 05822-015 São Paulo - SP.",(11) 33970583,Privada,Não Informado,Não,,,,,                              ,                              
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESC PART FUNDACAO INSTITUTO EDUCACIONAL DONA MICHIE AKAMA,35010585,SP,São Paulo,Urbana,A escola não está em área de localização diferenciada,Privada,"RUA GOIVINHO DA PRAIA, 12 BLOCO 02. VILA PROGRESSO ZONA LESTE. 08245-220 São Paulo - SP.",(11) 961727574,Privada,Particular,Não,Sim,Entre 51 e 200 matrículas de escolarização,Educação Infantil,,                              ,                              
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,CENTRO DE ENSINO GRAU T UNIDADE JARDIM ANGELA,35010586,SP,São Paulo,Urbana,A escola não está em área de localização diferenciada,Privada,"ESTRADA DO MBOI MIRIM, 4153 JARDIM DIONISIO. 04935-053 São Paulo - SP.",(11) 58331363,Privada,Particular,Não,Sim,Até 50 matrículas de escolarização,Educação Profissional,,                              ,                              
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,INDAC ESCOLA DE ATORES,35010589,SP,São Paulo,Urbana,A escola não está em área de localização diferenciada,Privada,"RUA CLELIA, 674 AGUA BRANCA. 05042-000 São Paulo - SP.",,Privada,Particular,Não,Sim,Até 50 matrículas de escolarização,Educação Profissional,,                              ,                              
ESCOLA PARALISADA,CEI INDIR ZIRALDO ALVES PINTO,35010590,SP,São Paulo,Urbana,Não Informado,Privada,"AVENIDA GENERAL PENHA BRASIL, 3300 VILA NOVA CACHOEIRINHA. 02673-000 São Paulo - SP.",(11) 33970583,Privada,Não Informado,Não,,,,,                              ,                              
ESCOLA PARALISADA,ESC PART E E I 4 LIFE,35010591,SP,São Paulo,Urbana,Não Informado,Privada,"AVENIDA NOVA CANTAREIRA, 1269 TUCURUVI. 02330-001 São Paulo - SP.",(11) 33970583,Privada,Não Informado,Não,,,,,                              ,                              
ESCOLA PARALISADA,CEI INDIR MARIA BEATRIZ NASCIMENTO,35010593,SP,São Paulo,Urbana,Não Informado,Privada,"RUA AVELINA PEREIRA, 148 VILA MAZZEI. 02315-090 São Paulo - SP.",(11) 33970583,Privada,Não Informado,Não,,,,,                              ,                              
ESCOLA PARALISADA,EMEI ABILIO DOS SANTOS DINIZ,35010596,SP,São Paulo,Urbana,Não Informado,Pública,"RUA DOS ABIQUARAS, 107 JARDIM GUACURI. 04475-075 São Paulo - SP.",(11) 33970583,Municipal,Não Informado,Não,,,,,                              ,                              
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA MARIA AUXILIADORA SOCIALIZACAO EXPERIMENTACAO E RITUAL,35010627,SP,São Paulo,Urbana,A escola não está em área de localização diferenciada,Privada,"RUA MARARI, 178 VILA ALPINA. 03205-030 São Paulo - SP.",,Privada,Particular,Não,Sim,Até 50 matrículas de escolarização,Educação Infantil,,                              ,                              
ESCOLA PARALISADA,CR P CONV SANTA RITA DE CASSIA,35010691,SP,São Paulo,Urbana,Não Informado,Privada,"RUA AMARANTE DO MARANHAO, 30 VILA DALVA. 05387-030 São Paulo - SP.",(11) 37122275,Privada,Não Informado,Não,,,,,                              ,                              
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,SEST SENAT SAO PAULO - PQ NOVO MUNDO,35010806,SP,São Paulo,Urbana,A escola não está em área de localização diferenciada,Privada,"RUA TUIUTI, 9 CONJUNTO PROMORAR VILA MARIA III. 02168-105 São Paulo - SP.",,Privada,Particular,Não,Sim,Entre 51 e 200 matrículas de escolarização,Educação Profissional,,                              ,                              
ESCOLA PARALISADA,SEST SENAT SAO PAULO - JAGUARA,35010808,SP,São Paulo,Urbana,Não Informado,Privada,"AVENIDA CANDIDO PORTINARI, 1100 VILA JAGUARA. 05114-001 São Paulo - SP.",,Privada,Não Informado,Não,,,,,                              ,                              
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,IFSP - CAMPUS SAO PAULO PIRITUBA,35011807,SP,São Paulo,Urbana,A escola não está em área de localização diferenciada,Pública,"AVENIDA MUTINGA, 951 JARDIM SANTO ELIAS. 05110-000 São Paulo - SP.",(11) 25040100,Federal,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,"Ensino Médio, Educação Profissional, Educação de Jovens Adultos",,-23.48786291,-46.73558045
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,IFSP - CAMPUS AVANCADO SAO PAULO - SAO MIGUEL PAULISTA,35013257,SP,São Paulo,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA TENENTE MIGUEL DELIA, 105 VILA ROSARIA. 08021-090 São Paulo - SP.",(11) 986140826,Federal,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,"Ensino Médio, Educação Profissional",,-23.498585,-46.43905167
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESC PART CASTELO PEQUENO MUNDO E E I,35017048,SP,São Paulo,Urbana,A escola não está em área de localização diferenciada,Privada,"SANTA EDITH, 480 JARDIM HELENA. 08420-400 São Paulo - SP.",(11) 25577235,Privada,Particular,Não,Sim,Entre 51 e 200 matrículas de escolarização,Educação Infantil,,-23.54031631,-46.42694569
ESCOLA EXCLUSIVA DE ATIVIDADE COMPLEMENTAR,CEL JTO A EE LAERTE RAMOS PROF DR,35029828,SP,São Paulo,Urbana,A escola não está em área de localização diferenciada,Pública,"ANIBAL DOS ANJOS CARVALHO, 5 RUA. VILA SANTA MARIA. 04810-050 São Paulo - SP.",(11) 56660866,Estadual,Não Informado,Não,Sim,Escola sem matrícula de escolarização,,Atividade Complementar,-23.71248119,-46.69491717
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,SALGADO FILHO MINISTRO,35035580,SP,São Paulo,Urbana,A escola não está em área de localização diferenciada,Pública,"PEDRO GONCALVES MEIRA, 101 RUA. JARDIM SAO CARLOS ZONA SUL. 04433-250 São Paulo - SP.",(11) 26588536,Estadual,Não Informado,Não,Sim,Entre 501 e 1000 matrículas de escolarização,Ensino Fundamental,,-23.6826359,-46.656054
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,FRANCISCO ANTONIO MARTINS JUNIOR PROFESSOR,35035592,SP,São Paulo,Urbana,A escola não está em área de localização diferenciada,Pública,"ROCHA MEDRANO, SN RUA. JARDIM SAO BENTO NOVO. 05881-270 São Paulo - SP.",(11) 58721155,Estadual,Não Informado,Não,Sim,Entre 501 e 1000 matrículas de escolarização,"Ensino Fundamental, Ensino Médio",Atividade Complementar,-23.6818034,-46.7808778
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,HUMBERTO ALFREDO PUCCA PROFESSOR,35035609,SP,São Paulo,Urbana,A escola não está em área de localização diferenciada,Pública,"MANDIRA, 120 RUA. JARDIM FRATERNIDADE. 05870-150 São Paulo - SP.",(11) 58709591,Estadual,Não Informado,Não,Sim,Mais de 1000 matrículas de escolarização,"Ensino Fundamental, Ensino Médio",,-23.679711,-46.7732815
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,RENATA GRAZIANO DE OLIVEIRA PRADO PROFESSORA,35035610,SP,São Paulo,Urbana,A escola não está em área de localização diferenciada,Pública,"ARNALDO DANIEL, 100 RUA. JARDIM GUARUJA. 05877-150 São Paulo - SP.",(11) 58722333,Estadual,Não Informado,Não,Sim,Mais de 1000 matrículas de escolarização,"Ensino Fundamental, Ensino Médio, Educação Profissional",,-23.6954077,-46.7895455
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,OCTALLES MARCONDES FERREIRA,35035622,SP,São Paulo,Urbana,A escola não está em área de localização diferenciada,Pública,"DANCA DE ANITRA, 1 RUA. JARDIM VAZ DE LIMA. 05833-080 São Paulo - SP.",(11) 55140157,Estadual,Não Informado,Não,Sim,Mais de 1000 matrículas de escolarização,"Ensino Fundamental, Ensino Médio",,-23.66757558,-46.759169
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,HELIO MOTTA DOUTOR,35035634,SP,São Paulo,Urbana,A escola não está em área de localização diferenciada,Pública,"CANORI, 30 RUA. JARDIM OLINDA. 05765-170 São Paulo - SP.",(11) 26588571,Estadual,Não Informado,Não,Sim,Entre 501 e 1000 matrículas de escolarização,Ensino Fundamental,Atendimento Educacional Especializado,-23.6291844,-46.7558322
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ASSIS CHATEAUBRIAND,35035646,SP,São Paulo,Urbana,A escola não está em área de localização diferenciada,Pública,"ARMANDO GONZAGA, 150 RUA. JARDIM MARIA LUIZA. 04434-110 São Paulo - SP.",(11) 26588711,Estadual,Não Informado,Não,Sim,Entre 501 e 1000 matrículas de escolarização,Ensino Fundamental,Atendimento Educacional Especializado,-23.6824596,-46.6672062
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,JOSEFINA MARIA BARBOSA PROFESSORA,35035658,SP,São Paulo,Urbana,A escola não está em área de localização diferenciada,Pública,"PROFESSOR MARIO MAZAGAO, 31 AVENIDA. ALTO DA RIVIERA. 04929-080 São Paulo - SP.",(11) 55176732,Estadual,Não Informado,Não,Sim,Entre 501 e 1000 matrículas de escolarização,Ensino Fundamental,,-23.69797674,-46.76080353
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,PERILLIER MADEMOISELLE,35035661,SP,São Paulo,Urbana,A escola não está em área de localização diferenciada,Pública,"CAROLINA MICHAELIS, 138 RUA. JARDIM DAS IMBUIAS. 04829-170 São Paulo - SP.",(11) 59281087,Estadual,Não Informado,Não,Sim,Mais de 1000 matrículas de escolarização,"Ensino Fundamental, Ensino Médio, Educação Profissional, Educação de Jovens Adultos",,-23.72954667,-46.70824
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,FRANCISCO ROSWELL FREIRE,35036262,SP,São Paulo,Urbana,A escola não está em área de localização diferenciada,Pública,"LOUIS DAQUIN, 229 RUA. PARQUE BRASIL. 04843-070 São Paulo - SP.",(11) 59280938,Estadual,Não Informado,Não,Sim,Entre 501 e 1000 matrículas de escolarização,Ensino Fundamental,Atendimento Educacional Especializado,-23.7394961,-46.6959973
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,EULALIA SILVA PROFESSORA,35036274,SP,São Paulo,Urbana,A escola não está em área de localização diferenciada,Pública,"AMARO ANTONIO DE ARAUJO, 337 RUA. JARDIM SANTA MARGARIDA. 04931-030 São Paulo - SP.",(11) 58925001,Estadual,Não Informado,Não,Sim,Mais de 1000 matrículas de escolarização,"Ensino Fundamental, Ensino Médio, Educação de Jovens Adultos",Atendimento Educacional Especializado,-23.6797066,-46.7549791
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,LAURO PEREIRA TRAVASSOS PROFESSOR DOUTOR,35036286,SP,São Paulo,Urbana,A escola não está em área de localização diferenciada,Pública,"FREI FRANCISCO FERREIRA, 128 RUA. VILA MISSIONARIA. 04430-180 São Paulo - SP.",(11) 28684412,Estadual,Não Informado,Não,Sim,Mais de 1000 matrículas de escolarização,"Ensino Fundamental, Ensino Médio, Educação Profissional, Educação de Jovens Adultos",,-23.6885848,-46.6522112
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,JOAO SUSSUMU HIRATA DEPUTADO,35036298,SP,São Paulo,Urbana,A escola não está em área de localização diferenciada,Pública,"COMENDADOR ANTUNES DOS SANTOS, 936 RUA. CAPAO REDONDO. 05861-260 São Paulo - SP.",(11) 55113353,Estadual,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,"Ensino Fundamental, Ensino Médio",,-23.67066198,-46.76469689
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,GENESIO DE ALMEIDA MOURA DOUTOR,35036444,SP,São Paulo,Urbana,A escola não está em área de localização diferenciada,Pública,"DOMINGOS AREVALO, 862 RUA. JARDIM DAMASCENO. 02879-070 São Paulo - SP.",(11) 39212183,Estadual,Não Informado,Não,Sim,Mais de 1000 matrículas de escolarização,"Ensino Fundamental, Ensino Médio",,-23.44686,-46.69603
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,MIGUEL OLIVA FEITOSA PROFESSOR,35036456,SP,São Paulo,Urbana,A escola não está em área de localização diferenciada,Pública,"TARCON, 479 JARDIM ADELFIORE. JARDIM ADELFIORE. 05223-070 São Paulo - SP.",(11) 39170773,Estadual,Não Informado,Não,Sim,Mais de 1000 matrículas de escolarização,"Ensino Fundamental, Ensino Médio",,-23.4088571,-46.7417033
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,GERALDO HOMERO FRANCA OTTONI PROFESSOR,35036500,SP,São Paulo,Urbana,A escola não está em área de localização diferenciada,Pública,"BERNARDO ROLIM DE MOURA, 129 RUA. VILA MIRANTE. 02955-110 São Paulo - SP.",(11) 39748627,Estadual,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,Ensino Fundamental,,-23.46652333,-46.72368167
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,AUGUSTO BAILLOT PROF,35036559,SP,São Paulo,Urbana,A escola não está em área de localização diferenciada,Pública,"SUSANA DACRE, 8 RUA. JARDIM SAO JOSE ARTUR ALVIM. 03563-220 São Paulo - SP.",(11) 27413799,Estadual,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,Ensino Fundamental,,-23.5483316,-46.4917135
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,CESAR DACORSO FILHO PROF,35036560,SP,São Paulo,Urbana,A escola não está em área de localização diferenciada,Pública,"JOAO GOMES DE FARIAS, 205 RUA. JARDIM ETELVINA. 08430-540 São Paulo - SP.",(11) 20351654,Estadual,Não Informado,Não,Sim,Mais de 1000 matrículas de escolarização,Ensino Fundamental,Atividade Complementar,-23.5300771,-46.4212522
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,JORGE SARAIVA,35036596,SP,São Paulo,Urbana,A escola não está em área de localização diferenciada,Pública,"ARCELINA TEIXEIRA DA SILVA, SN RUA. PARQUE MARIA FERNANDES. 04858-465 São Paulo - SP.",(11) 55273778,Estadual,Não Informado,Não,Sim,Mais de 1000 matrículas de escolarização,Ensino Fundamental,Atendimento Educacional Especializado,-23.76978449,-46.71667814
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,HONORIO MONTEIRO DOUTOR,35036705,SP,São Paulo,Urbana,A escola não está em área de localização diferenciada,Pública,"MAGONDI, 80 TRAVESSA. VILA CALU. 04961-150 São Paulo - SP.",(11) 55170187,Estadual,Não Informado,Não,Sim,Mais de 1000 matrículas de escolarização,"Ensino Fundamental, Ensino Médio, Educação de Jovens Adultos",,-23.73592502,-46.78951049
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,FRANCISCO DE PAULA VICENTE DE AZEVEDO,35036717,SP,São Paulo,Urbana,A escola não está em área de localização diferenciada,Pública,"JIVAROS, 72 RUA. PARQUE BOLOGNE. 04941-110 São Paulo - SP.",(11) 58333344,Estadual,Não Informado,Não,Sim,Entre 501 e 1000 matrículas de escolarização,Ensino Fundamental,,-23.7009473,-46.7757195
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,CARLOS DE MORAES ANDRADE PROF,35036729,SP,São Paulo,Urbana,A escola não está em área de localização diferenciada,Pública,"BELMIRA MARIN DONA, 2440 AVENIDA. PARQUE BRASIL. 04846-000 São Paulo - SP.",(11) 59285635,Estadual,Não Informado,Não,Sim,Entre 501 e 1000 matrículas de escolarização,"Ensino Fundamental, Ensino Médio, Educação Profissional, Educação de Jovens Adultos","Atendimento Educacional Especializado, Atividade Complementar",-23.750673,-46.6891614
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,CARLOS AYRES PROF,35036730,SP,São Paulo,Urbana,A escola não está em área de localização diferenciada,Pública,"BELMIRA MARIN DONA, 595 AVENIDA. PARQUE BRASIL. 04846-010 São Paulo - SP.",(11) 59282521,Estadual,Não Informado,Não,Sim,Mais de 1000 matrículas de escolarização,"Ensino Fundamental, Ensino Médio, Educação de Jovens Adultos",Atividade Complementar,-23.7359674,-46.69420542
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,GIULIO DAVID LEONE PROF,35036742,SP,São Paulo,Urbana,A escola não está em área de localização diferenciada,Pública,"RIBEIRA DO VOUGA, 91 RUA. JARDIM PRESIDENTE. 04830-180 São Paulo - SP.",(11) 59280014,Estadual,Não Informado,Não,Sim,Entre 501 e 1000 matrículas de escolarização,"Ensino Fundamental, Ensino Médio, Educação Profissional",,-23.7337966,-46.7020458
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,MIGUEL KRUSE DOM,35036754,SP,São Paulo,Urbana,A escola não está em área de localização diferenciada,Pública,"SAO JOSE DO CAMPESTRE, 30 RUA. JARDIM DANFER. 03728-000 São Paulo - SP.",(11) 26210951,Estadual,Não Informado,Não,Sim,Entre 501 e 1000 matrículas de escolarização,"Ensino Fundamental, Ensino Médio",,-23.5026927,-46.50657
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,FRANCISCO MESQUITA JORNALISTA,35036766,SP,São Paulo,Urbana,A escola não está em área de localização diferenciada,Pública,"WENCESLAU GUIMARAES, 5 RUA. PARQUE CISPER. 03823-000 São Paulo - SP.",(11) 29430800,Estadual,Não Informado,Não,Sim,Mais de 1000 matrículas de escolarização,"Ensino Fundamental, Ensino Médio, Educação Profissional, Educação de Jovens Adultos",,-23.4889485,-46.492527
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,LUIGI PIRANDELLO,35036778,SP,São Paulo,Urbana,A escola não está em área de localização diferenciada,Pública,"LARANJA DA CHINA, 50 AVENIDA. JARDIM DAS CAMELIAS. 08050-710 São Paulo - SP.",(11) 20534763,Estadual,Não Informado,Não,Sim,Entre 501 e 1000 matrículas de escolarização,Ensino Fundamental,,-23.5124707,-46.4623538
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,PEDRO VIRIATO PARIGOT DE SOUZA ENGENHEIRO,35036785,SP,São Paulo,Urbana,A escola não está em área de localização diferenciada,Pública,"BENJAMIN CAPUSSO, 836 RUA. VILA CURUCA. 08031-760 São Paulo - SP.",(11) 20355677,Estadual,Não Informado,Não,Sim,Entre 501 e 1000 matrículas de escolarização,Ensino Fundamental,Atendimento Educacional Especializado,-23.50871976,-46.42331951
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,FORCA AEREA BRASILEIRA,35036791,SP,São Paulo,Urbana,A escola não está em área de localização diferenciada,Pública,"ARMANDO MAMEDE JUNIOR, 450 RUA. PARQUE SANTA RITA. 08150-070 São Paulo - SP.",(11) 20353588,Estadual,Não Informado,Não,Sim,Entre 501 e 1000 matrículas de escolarização,Ensino Fundamental,Atendimento Educacional Especializado,-23.5153394,-46.4159561
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ANTONIO DE OLIVEIRA CAMARGO PROFESSOR,35036808,SP,São Paulo,Urbana,A escola não está em área de localização diferenciada,Pública,"CARLO GRAZIA ENGENHEIRO, 500 RUA. VILA UNIAO ZONA LESTE. 03683-150 São Paulo - SP.",(11) 22805996,Estadual,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,Ensino Fundamental,,-23.5241689,-46.4832672
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,PAULO SARASATE GOVERNADOR,35036812,SP,São Paulo,Urbana,A escola não está em área de localização diferenciada,Pública,"INACIO PINTO LIMA, 199 GUAIANASES. CONJUNTO RESIDENCIAL PRESTES MAIA. 08490-020 São Paulo - SP.",(11) 25552305,Estadual,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,"Ensino Fundamental, Ensino Médio",,-23.56652037,-46.40724839
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,GUILHERME DE ALMEIDA,35036821,SP,São Paulo,Urbana,A escola não está em área de localização diferenciada,Pública,"PARADA PINTO, 2355 AVENIDA. VILA NOVA CACHOEIRINHA. 02611-003 São Paulo - SP.",(11) 22334683,Estadual,Não Informado,Não,Sim,Mais de 1000 matrículas de escolarização,"Ensino Fundamental, Ensino Médio",Atendimento Educacional Especializado,-23.469409,-46.6491691
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,MANUEL BANDEIRA,35036959,SP,São Paulo,Urbana,A escola não está em área de localização diferenciada,Pública,"JULIO CESAR LEAL, 15 RUA. VILA PERUS. 05208-000 São Paulo - SP.",(11) 39170708,Estadual,Não Informado,Não,Sim,Entre 501 e 1000 matrículas de escolarização,"Ensino Fundamental, Ensino Médio",,-23.4111119,-46.7567442
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,MOZART TAVARES DE LIMA PROFESSOR,35036961,SP,São Paulo,Urbana,A escola não está em área de localização diferenciada,Pública,"MARCOS GONCALVES CORREA, 21 RUA. JARDIM VILA CARRAO. 08340-320 São Paulo - SP.",(11) 27540900,Estadual,Não Informado,Não,Sim,Mais de 1000 matrículas de escolarização,"Ensino Fundamental, Ensino Médio",,-23.6173953,-46.4574034
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,BRANCA CASTRO CANTO E MELO PROFESSORA,35036973,SP,São Paulo,Urbana,A escola não está em área de localização diferenciada,Pública,"COSTA BARROS, 2521 RUA. SITIO PINHEIRINHO. 03210-001 São Paulo - SP.",(11) 22167658,Estadual,Não Informado,Não,Sim,Entre 501 e 1000 matrículas de escolarização,"Ensino Fundamental, Ensino Médio",Atividade Complementar,-23.6010617,-46.5434983
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,OSWALDO GUERNER GONZALEZ PROFESSOR,35036985,SP,São Paulo,Urbana,A escola não está em área de localização diferenciada,Pública,"CARUSO, 314 RUA. VILA ALPINA. 03211-060 São Paulo - SP.",(11) 29172622,Estadual,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,Ensino Fundamental,Atendimento Educacional Especializado,-23.6022729,-46.5544338
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,LUIS GONZAGA CARVALHO MELO PROFESSOR,35036997,SP,São Paulo,Urbana,A escola não está em área de localização diferenciada,Pública,"ANTONIO DE TOLEDO LARA FILHO, 116 RUA. VILA SAO FRANCISCO ZONA LESTE. 03678-050 São Paulo - SP.",(11) 22805548,Estadual,Não Informado,Não,Sim,Entre 501 e 1000 matrículas de escolarização,Ensino Fundamental,,-23.5162271,-46.4898593
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ANNE FRANK,35037000,SP,São Paulo,Urbana,A escola não está em área de localização diferenciada,Pública,"GUIRA ACANGATARA, 149 RUA. JARDIM SANTO ONOFRE. 03719-000 São Paulo - SP.",(11) 29583933,Estadual,Não Informado,Não,Sim,Entre 501 e 1000 matrículas de escolarização,Ensino Fundamental,,-23.4979808,-46.5283095
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,GERALDO CAMPOS MOREIRA PROFESSOR DOUTOR,35037011,SP,São Paulo,Urbana,A escola não está em área de localização diferenciada,Pública,"MUTUIPE, 10 RUA. PARQUE CISPER. 03819-090 São Paulo - SP.",(11) 29437669,Estadual,Não Informado,Não,Sim,Mais de 1000 matrículas de escolarização,"Ensino Fundamental, Ensino Médio, Educação Profissional, Educação de Jovens Adultos",,-23.4974187,-46.4977728
